label,area,perimeter,solidity,extent,mean_intensity,max_intensity,min_intensity,eccentricity,major_axis_length,minor_axis_length,orientation,circularity,intensity_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
66,1922.0,175.5685424949238,0.9663147310206134,0.7822547822547823,52.53225806451613,247.0,1.0,0.7534644424938669,61.82522331931116,40.649383040181874,0.15540050188233764,0.7835556377732108,33.99314753129353,519.8203335126412,0.06580975363229805,0.02678567940725847,0.776994816419919
67,1505.0,161.88225099390857,0.9697164948453608,0.7355816226783969,13.438538205980066,60.0,0.0,0.892574382688425,65.38131019524329,29.480444466385187,0.13493974968503972,0.7216853587214499,9.875455825605746,133.34001542020047,0.13472237478092186,0.05685643504884077,0.2758789924802857
68,1892.0,180.61017305526642,0.9087415946205571,0.7007407407407408,72.93498942917547,255.0,6.0,0.744152342774398,61.57809831274986,41.13478225720444,1.5590090907065919,0.728864131686458,36.33581192392893,756.7223427331887,0.046932504010153295,0.023359823799826297,0.7134054177106869
69,2182.0,175.19595949289334,0.97847533632287,0.7812388113139993,94.42804766269478,255.0,11.0,0.5645276459371237,58.12105595355924,47.97394262906579,-0.223787195172849,0.8933392968403683,40.76208161582187,964.5002352941173,0.0468878424830027,0.020960995248301258,0.7092290315305498
70,1695.0,159.5685424949238,0.9597961494903737,0.7676630434782609,52.63834808259587,215.0,2.0,0.5163128796638718,50.77757878861044,43.485919965555524,-1.16221348413861,0.8365367218898134,28.94755004000108,546.7665251667679,0.060244806117399005,0.027099942961193856,0.6731896927821542
71,2589.0,201.58073580374355,0.9725770097670924,0.7309429700734048,83.91270760911549,255.0,13.0,0.8052194925323218,74.77723343211706,44.34116985879442,-0.14099406732410572,0.8006521279141794,33.08890065316141,918.1500796178342,0.04617639756191477,0.020403769154043783,0.5753368512459888
72,1815.0,170.50966799187808,0.9784366576819407,0.6859410430839002,25.214325068870522,105.0,0.0,0.827182270437589,64.73357650572804,36.37597863690236,0.40403612682113094,0.78449192182228,14.38191448361064,256.9519675925926,0.07401565932512277,0.03626722767750808,0.35668254718316494
73,2176.0,172.2670273047588,0.9832806145503841,0.7757575757575758,80.76240808823529,255.0,8.0,0.3448679337448089,54.37548475474363,51.039614971837395,-0.07322854887340528,0.921434430463019,38.23653024185648,838.5572842998585,0.0421486814923822,0.021388583163062247,0.7126936886135166
74,1917.0,174.40916292848976,0.9438700147710487,0.6498305084745762,78.12780386019823,255.0,8.0,0.7334017459107379,60.57618843449131,41.179418401311516,0.5409081323484752,0.7919420099332544,41.73460931950572,809.4892357373518,0.04160659218367817,0.021619157985355148,0.769808735082273
75,1697.0,165.36753236814712,0.9603848330503678,0.6766347687400319,84.12197996464349,240.0,9.0,0.6672019651639364,55.00696060313568,40.973412133485034,-0.386279936974747,0.7798143354309398,36.46677155043102,854.8353658536583,0.047611261540791885,0.02234986927818445,0.6745162403662925
76,2511.0,202.06601717798213,0.9573008006099886,0.7219666474985624,74.89406610911988,255.0,0.0,0.835989540756764,76.7104256214212,42.09449135521411,-0.27408987999113354,0.772805161370136,48.301645038393715,768.5156378600823,0.057693623071488884,0.02029645316157645,0.8362091372077342
77,2548.0,206.20815280171308,0.9629629629629629,0.6553497942386831,71.43916797488227,239.0,4.0,0.8640530674925894,80.56985430642308,40.55892360125683,-0.2583650012078363,0.7530045907536845,30.030789871081424,780.0839075800567,0.047484688078079366,0.021517972338852043,0.5639653909778575
78,2137.0,173.1959594928933,0.9811753902662994,0.7914814814814815,58.64436125409453,187.0,0.0,0.6598392194485951,60.252459853577264,45.27410906871809,0.1855195264977365,0.8952387537660462,28.53450418582873,610.8134939759037,0.050682416826164554,0.023429320983000945,0.6242248799514463
79,1633.0,151.88225099390854,0.9720238095238095,0.7732007575757576,47.44458052663809,237.0,0.0,0.42849224554658216,48.15108178394296,43.506691265891135,-0.18962934343276686,0.8895738311780514,32.47791877449406,477.9551484523057,0.06452230844382796,0.027379447798824175,0.7710502937236833
80,1330.0,152.8528137423857,0.9300699300699301,0.59375,83.1593984962406,212.0,9.0,0.7047901529428885,49.853554744632945,35.366901636523494,0.06623179153662298,0.7153434906155265,26.378366157553288,824.3681318681316,0.0437960873872366,0.025233983368412094,0.39488338456936584
81,816.0,106.66904755831214,0.9656804733727811,0.7741935483870968,18.127450980392158,94.0,0.0,0.47442233604570166,34.5100106795841,30.379071393560626,-1.5247671290361107,0.9012041607472508,17.401781274964776,199.10683760683762,0.12514551159396514,0.051852634539035034,0.6828796404925949
82,1228.0,140.22539674441617,0.9460708782742681,0.7223529411764706,37.54397394136808,136.0,0.0,0.768355466904513,50.20526993143975,32.1325445758785,1.4047154233898522,0.78479255773255,22.728439069016133,441.0859574468085,0.06864261733194045,0.030233735605670827,0.5670482821968997
83,2382.0,264.16652224137044,0.8044579533941236,0.5750845002414292,61.90470193115029,241.0,0.0,0.9398438276886162,104.3150953698304,35.63449761930866,-0.13749164623504784,0.42893952221868414,40.75144997156801,665.0387494495817,0.057221771992084065,0.022992469380101587,0.8001098500393958
84,2429.0,187.8233764908628,0.9774647887323944,0.7216280451574569,103.9687114038699,255.0,11.0,0.6634187828971628,64.51837800748547,48.275766664856974,0.04731309481695632,0.8652429945042794,48.92170176189525,1118.2251375370292,0.051526522062930284,0.026514519990713022,0.7626340000114112
85,2055.0,168.0243866176395,0.9804389312977099,0.7949709864603481,89.63406326034064,255.0,4.0,0.5144033012500536,55.26863329232601,47.39552757697667,0.023667287022645162,0.9146965750084877,34.780023460434975,986.2644999999998,0.044097669032918736,0.021266170318136733,0.5802673367926713
86,2269.0,179.095454429505,0.9763339070567987,0.7523209549071618,110.05200528867343,255.0,13.0,0.5483872977156272,58.860024593334494,49.220193132906054,0.45905712775134894,0.8889456996428131,47.6866233121595,1136.7734056987788,0.04508709927883411,0.019234039959262702,0.7468931540787644
87,2080.0,175.9827560572969,0.9746954076850984,0.8,69.21298076923077,223.0,4.0,0.6543059100250848,59.46885248037693,44.97212886453114,-0.7938291265841819,0.8439815819847949,33.366990896687554,733.6891625615764,0.04982516406098696,0.0214271558334301,0.6668033398969416
88,1291.0,141.67514421272202,0.9677661169415293,0.7232492997198879,38.04802478698683,160.0,0.0,0.8096040422888715,53.08096503645844,31.15727379061053,0.32735326274298604,0.8082557064733834,22.360212507481027,389.45189975747775,0.07508812936529663,0.031455257006214585,0.6096323534795773
